name,street_address,google_map,review_count,phone,website,restaurant_type,average_review,food_review,service_review,ambience_review,value_review,price_range,star_1,star_2,star_3,star_4,star_5,description,restaurant_main_type,latitude,longitude,postal_code
SOUTHGATE Bar & Restaurant,"160 Central Park South New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7663360%2C-73.977801,768,(212) 484-5120,NA,American,4.3768,4.2,4.2,4.3,3.7,$31 to $50,0,6,14,18,62,"SOUTHGATE Bar & Restaurant is a casual-upscale bar/restaurant/lounge. The menu features American comfort food, prepared with style, based on classic French technique. SOUTHGATE’s cocktails are also classic, with modern twists, but unpretentious. Its wi",American,40.7660165,-73.9786411,10019
Empire Steakhouse - 237 West 54 Street off of Broadway,"237 West 54th Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7643680%2C-73.98313,683,(212) 586-9700,http://www.empiresteakhousenyc.com/,Steakhouse,4.4683,4.4,4.5,4.3,3.9,$50 and over,2,3,14,18,63,"Empire Steak House, conveniently located at 237 west 54 street near Broadway, showcases modern décor in a classy, but trendy atmosphere. The all-white marble bar and sprawling dining room provide an additional air of sophistication. While Empire's steak",Steakhouse,40.7644815,-73.9830488,10019
STATE Grill and Bar,"21 West 33rd Street New York, NY  10118",//www.google.com/maps/search/?api=1&query=40.7483460%2C-73.986424,492,(212) 216-9693,http://www.patinagroup.com/state-grill-and-bar,American,4.3492,4.4,4.4,4.3,4.1,$31 to $50,1,3,14,25,57,"STATE Grill And Bar is an American restaurant in the Empire State Building in Midtown NYC serving breakfast, lunch & dinner with event space and catering.",American,40.7485323,-73.9863405,10118
The Lambs Club - Bar,"132 W. 44th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7565060%2C-73.984634,376,(212) 997-5262,http://www.thelambsclub.com/,Contemporary American,4.6376,4.3,4.5,4.5,3.8,$50 and over,1,1,8,17,73,"At The Lambs Club - Bar, Chef Geoffrey Zakarian has created a relaxed and inviting restaurant serving Afternoon Tea, full dinner menu, Pre Theatre dinner menu and bar snacks.  The bar comfortably accommodates daytime meetings or refined cocktails in the ",Contemporary American,40.7565062,-73.9846347,10036
Bocca Di Bacco (Chelsea - 20th St.),"169 9th Avenue New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7445350%2C-74.002902,445,(212) 989-8400,http://www.boccadibacconyc.com/,Italian,4.2445,4.2,3.9,4.1,3.9,$30 and under,2,5,14,28,51,"Bocca Di Bacco is a New York City Restaurant Group establishment from dynamic restaurateur and New York native Robert Malta, who owns nearly a dozen restaurants throughout the city. “I’ve been in the business 25 years,” Malta says. “I opened the ",Italian,40.7446144,-74.0030186,10011
Amma,"246 E. 51st Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7560000%2C-73.969,1336,(212) 644-8330,http://www.ammanyc.com/,Indian,4.61336,4.7,4.5,4.1,4.3,$31 to $50,0,1,4,27,68,"Amma, the name means ""Mother"", is an intimate restaurant and has the same soothing qualities. Opened in 2002 by Anju Sharma, is a gem tucked away on the upper east side of Manhattan, the stylish restaurant evokes images of spices, with its ochre colored ",Indian,40.755562,-73.9687464,10022
Ben and Jack's Steakhouse 44th Street,"219 East 44th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7518930%2C-73.97306,714,(212) 682-5678,http://www.benandjackssteakhouse.com/,Steakhouse,4.6714,4.6,4.7,4.4,4.2,$50 and over,0,2,7,17,74,"Ben & Jack’s steakhouse has been delivering the quintessential New York City steakhouse experience since opening its first location in 2005. In search of the holy grail of steaks, there are very few steakhouses in New York City, whose time-honored trad",Steakhouse,40.751837,-73.972356,10017
Jue Lan Club,"49 W 20th Street New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7410250%2C-73.993575,315,(646) 524-7409,http://www.juelanclub.com/,Chinese,4.0315,3.7,3.8,4.1,3.5,$31 to $50,7,12,9,22,50,"Jue Lan Club is a multi-level, 275 seat Chinese restaurant featuring our 75 seat outdoor garden  courtyard & several distinctive private dining rooms.  Jue Lan Club features an incredibly flavorful Chinese raw menu, numerous dim sum options along with ot",Chinese,40.7410473,-73.9936086,10011
Empire Steak House- East,"151 East 50th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7561990%2C-73.971202,307,(212) 582-6900,http://www.empiresteakhousenyc.com/,Steakhouse,4.4307,4.4,4.7,4.6,4,$50 and over,0,5,11,20,64,"Empire Steak House on the eastside, showcases  two-raised tiers featuring wrap-around booths, and hand-painted dome. The main dining room seats 140+,  and is the ultimate location for all your party and dining needs. While Empire""s steaks are acclaimed f",Steakhouse,40.7561844,-73.9712258,10022
Bread & Tulips,"365 Park Avenue South New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7421850%2C-73.984704,472,(212) 532-9100,http://www.breadandtulipsnyc.com/,Italian,4.5472,4.4,4.2,4.3,4.2,$30 and under,0,0,11,32,57,"BREAD & TULIPS (Pane & Tulipani) is a cozy neighborhood spot serving rustic Italian cooking in a casual setting. The menu is inspired by the regional diversity of Italy and features handmade pastas and pizzas in addition to traditional antipasti, crostin",Italian,40.7421174,-73.984741,10016
Tudor City Steak House,"45 Tudor City Pl New York, NY  10017-7601",//www.google.com/maps/search/?api=1&query=40.7493960%2C-73.969991,76,(212) 682-4000,http://www.tudorcitysteakhouse.com/,Steak,4.376,4.4,4.4,4.4,3.9,$31 to $50,2,7,5,28,58,"Tudor City Steakhouse is a bi-leveled restaurant , nestled in an enchanting enclave.  Decor combines the traditional rich wood paneled clubby look with contemporary elements: glossy white glass walls and live wall panels, along with iron, copper and cust",Steakhouse,40.7493965,-73.9699911,10017
Triomphe,"49 West 44th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7555590%2C-73.981482,1552,(212) 453-4233,http://www.iroquoisny.com/triomphe,French American,4.41552,4.3,4.5,4.3,3.8,$31 to $50,1,3,14,17,65,"Gracious service and elegant cuisine dominates at this highly acclaimed ""Jewel Box"" of a restaurant. Whether for pre- or post-theater, lunch, or an intimate dinner, Triomphe is sure to strike just the right note. For seasonal French-American cuisine with",French,40.7558763,-73.981963,10036
Blenheim,"283 West 12th Street New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7375360%2C-74.004009,388,(212) 243-7073,http://www.blenheimhill.com/,Contemporary American,4.3388,4.2,4.1,4.3,3.8,$31 to $50,2,7,9,19,63,"Blenheim is an enticing new restaurant in the West Village highlighting ingredients sourced from owners Morten Sohlberg and Min Ye’s proprietary 150-acre farm in the Catskill Mountains.  The restaurant is a canvas for the property’s vegetables, fruit",Contemporary American,40.7376767,-74.0040071,10014
1 Darbar,"152 E 46th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7540000%2C-73.974,516,(212) 681-4500,http://www.darbarny.com/,Indian,4.4516,4.4,4.2,3.9,4.2,$30 and under,0,4,8,33,55,"Reviewers and patrons consistently give high marks to this cozy, bi-level restaurant & lounge. Highly Zagat rated, 1 Darbar is a superb choice for Indian food with great ambiance and service. A lavish $10.95 lunch buffet with new and delicious dishes ser",Indian,40.7535116,-73.9735331,10017
Zio Ristorante,"17 West 19th St. New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7395650%2C-73.992479,546,(212) 352-1700,http://www.zio-nyc.com/,Italian,4.6546,4.5,4.6,4.5,4.4,$31 to $50,1,3,4,24,68,"Zio Ristorante offers authentic Italian cuisine in an inviting setting where casual comfort meets dining elegance. Named for the Italian word for uncle (“because when you go to your uncle’s house, he takes good care of you”), restaurant guests will",Italian,40.7396687,-73.9924795,10011
The Morgan Dining Room,"225 Madison Avenue New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7492090%2C-73.981526,351,(212) 683-2130,http://www.themorgan.org/dining,American,4.4351,4.2,4.4,4.5,4,$30 and under,1,3,10,24,62,"The Morgan Dining Room's menu draws inspiration from early-twentieth-century New York City cuisine. Guests dine in the original Morgan family dining room, located in the restored nineteenth-century brownstone",American,40.7492094,-73.9815265,10016
Montebello Ristorante Italiano,"120 E. 56th St. New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7604910%2C-73.970195,612,(212) 753-1447,http://www.montebellonyc.com/,Italian,4.4612,4.3,4.6,4.1,3.9,$31 to $50,0,0,15,31,54,"Located in the heart of Midtown East, Montebello serve a classic Northern Italian cuisine with a special flair for a business lunch or a romantic dinner. Emphasis is placed on simple, fresh ingredients and proven cooking methods. The service is warm and ",Italian,40.7604828,-73.9706519,10022
2 Darbar Grill,"157 East 55th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7593510%2C-73.968813,316,(212) 751-4600,http://www.darbargrill.com/,Indian,4.5316,4.6,4.5,4.1,4.3,$30 and under,0,5,5,24,66,2 Darbar Grill is a superb choice for Indian food with great ambiance and service.,Indian,40.759341,-73.9688386,10022
Gin Parlour - InterContinental New York,"111 East 48th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7557130%2C-73.974396,50,(212) 755-5900,http://intercontinentalnybarclay.com/dining-gin-bar,Contemporary American,3.75,3.2,3.4,3.3,2.6,$30 and under,0,17,26,22,35,"Gin Parlour is a popular meeting spot for both hotel guests and New Yorkers alike. 

Located off the hotel's elegant Lobby, Gin Parlour is renowned for its outstanding American and Continental cuisine, offering guests a fresh and innovative dining experi",Contemporary American,40.7556389,-73.9734987,10017
Michael Jordan's The Steak House N.Y.C.,"23 Vanderbilt Ave New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7531000%2C-73.9779,2160,(212) 655-2300,http://www.michaeljordansnyc.com/,Steakhouse,3.9216,3.9,3.8,4,3.6,$31 to $50,3,8,19,38,32,"Situated on the North and West balconies of New York's Grand Central Terminal, this restaurant was designed to reflect Michaels sense of taste and style. Michael Jordan's The Steak House N.Y.C. ranks among the finest steakhouses in Manhattan, offering a ",Steakhouse,40.753062,-73.9772273,10017
Beauty & Essex- New York,"146 Essex Street New York, NY  10002",//www.google.com/maps/search/?api=1&query=40.7203670%2C-73.986774,5452,(212) 614-0146,http://www.beautyandessex.com/,Tapas / Small Plates,4.65452,4.6,4.5,4.7,4.2,$31 to $50,1,2,5,17,75,"From the team behind The Stanton Social comes Beauty & Essex, a grand 10,000 square foot restaurant, bar, & lounge in the heart of the lower east side.The atmosphere of the space is both grand and intimate, moody and effervescent. Various rooms for loung",Other,40.7204209,-73.9868826,10002
Mercer Kitchen,"99 Prince Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7248000%2C-73.9988,4598,(212) 966-5454,http://www.themercerkitchen.com/,American,4.54598,4.3,4.1,4.4,3.9,$30 and under,2,3,9,21,65,"Located at the Mercer Hotel, Mercer Kitchen brings a chic, sophisticated vibe to the heart of SoHo. When Mercer Kitchen opened in 1998, it immediately became a destination for New Yorkers, celebrities, and tourists. Situated in the basement of a historic",American,40.7249587,-73.9987276,10012
The Dutch,"131 Sullivan Street New York, NY  10000",//www.google.com/maps/search/?api=1&query=40.7265770%2C-74.002204,2125,(212) 677-6200,http://www.thedutchnyc.com/,American,4.62125,4.5,4.4,4.4,3.9,$31 to $50,1,2,6,19,72,"The Dutch is an American restaurant, bar and oyster room inspired by local cafes, country inns, corner taverns, neighborhood bistros, seaside shacks, roadside joints and the same mix of cultural influences that make New York City great. Award-winning Che",American,40.7265537,-74.0020789,10000
Lafayette,"380 Lafayette Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7275520%2C-73.993418,2128,(212) 533-3000,http://www.lafayetteny.com/,French,4.52128,4.4,4.3,4.5,3.9,$31 to $50,2,2,6,21,69,"Lafayette is an everyday French restaurant conducting the spirit of French dining anew in downtown Manhattan’s NoHo neighborhood. Open morning, noon and night, this grand café and bakery is dedicated to Chef Andrew Carmellini's market-driven bistro co",French,40.7276201,-73.9937785,10003
Vandal,"199 Bowery New York, NY  10002",//www.google.com/maps/search/?api=1&query=40.7211380%2C-73.993373,1829,(212) 400-0199,http://www.vandalnewyork.com/,Tapas / Small Plates,4.61829,4.5,4.4,4.7,4.1,$50 and over,1,2,6,20,71,Located at 199 Bowery.,Other,40.7210706,-73.9933815,10002
Gotham Bar and Grill,"12 East 12th Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7340000%2C-73.994,8591,(212) 620-4020,http://www.gothambarandgrill.com/,Contemporary American,4.78591,4.7,4.6,4.6,4.2,$50 and over,1,1,4,15,79,"Since first opening its doors in 1984, Gotham Bar and Grill has epitomized New York City dining at its finest, serving Executive Chef Alfred Portale's sublime and refreshingly accessible Contemporary American Cuisine in a dining room that is consistently",Contemporary American,40.734207,-73.993699,10003
Il Buco Alimentari & Vineria,"53 Great Jones St. New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7264530%2C-73.992549,2011,(212) 837-2622,http://www.ilbucovineria.com/,Italian,4.72011,4.6,4.5,4.5,4.1,$31 to $50,1,2,4,18,75,"Il Buco Alimentari & Vineria is a market, salumeria, bakery and restaurant dedicated to quality products. This ""simple convivial spot that tastes just like Italy"" feels like a ""village inside-a-restaurant"". While the Alimentari sells house made salumi, f",Italian,40.7264417,-73.9925756,10012
Bar Primi,"325 Bowery New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7256460%2C-73.991812,794,(212) 220-9100,http://www.barprimi.com/,Italian,4.6794,4.6,4.3,4.5,4.1,$30 and under,1,1,6,18,74,"Bar Primi is a corner pasta shop devoted to ‘primi piatti,’ the pasta course. What began as an idea for a small space in New York's East Village has since become an essential in chef and co-owner Andrew Carmellini's range: fresh pasta traditionally p",Italian,40.7257162,-73.9916803,10003
Lure New York,"142 Mercer New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7246000%2C-73.9984,3269,(212) 431-7676,http://www.lurefishbar.com/,Seafood,4.73269,4.7,4.4,4.5,4.1,$31 to $50,1,1,3,16,79,Contemporary American Seafood featuring an extensive raw bar and first class sushi program. The striking design is reminiscent of the interior of an elegant cruise ship. We offer amazing cocktails and a well crafted 250 bottle wine list.,Seafood,40.724703,-73.9983278,10012
Nix,"72 University Place New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7332500%2C-73.993674,1130,(212) 498-9393,http://www.nixny.com/,Vegetarian,4.7113,4.7,4.4,4.5,4.1,$31 to $50,0,1,5,18,76,"Nix is a new restaurant from Michelin-starred chef John Fraser, drawing on his personal passion for cooking with vegetables. The menu features an array of affordable and seasonal dishes, largely sourced from the Union Square Greenmarket, along with an in",Other,40.7332572,-73.993611,10003
Lupa,"170 Thompson Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7276450%2C-74.000328,4526,(212) 982-5089,http://www.luparestaurant.com/,Italian,4.74526,4.6,4.5,4.4,4.3,$31 to $50,1,1,5,15,78,"Lupa specializes in high quality, moderately-priced Roman fare with a New York edge. Lupa is a fun, boisterous and unpretentious trattoria with a warm and welcoming atmosphere.   ",Italian,40.7276574,-74.0000589,10012
Claudette,"24 Fifth Avenue New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7331340%2C-73.995975,987,(212) 868-2424,http://claudettenyc.com/,French,4.6987,4.6,4.4,4.7,4.2,$30 and under,1,1,4,20,74,"Breathing new life into Lower Fifth Avenue, Claudette is an elegant Provençal restaurant steps from Washington Square Park. Opened in May 2014, Claudette joins her sister restaurants Rosemary's, Rosemary's Pizza and Bobo in offering a warm and inviting ",French,40.7332403,-73.9962714,10011
Empellon Taqueria,"230 West 4th New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7341240%2C-74.003031,1432,(212) 367-0999,http://www.empellon.com/taqueria,Mexican,4.61432,4.5,4.5,4.4,4,$31 to $50,1,2,6,19,72,"Open Dinner & Brunch.  We opened our doors on March 22nd, 2011 with the intention of treating tacos with a high level of respect and serving them in a fun environment.  Which is how I believe tacos should be enjoyed. We designed the menu with the idea t",Mexican,40.734142,-74.0030683,10014
Perry St,"176 Perry Street New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7346000%2C-74.0093,3657,(212) 352-1900,http://www.perrystrestaurant.com/,Contemporary American,4.83657,4.7,4.7,4.6,4.3,$31 to $50,1,2,2,11,84,"Chef Jean-Georges brings relaxed elegance to the West Village with Perry St - awarded three stars by the New York Times. Jean-Georges’ son, Cedric Vongerichten, helms the kitchen, creating dishes that reflect his own keen instinct for balancing flavor ",Contemporary American,40.7344295,-74.0096996,10014
Boucherie - West Village,"99 7th Avenue South New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7330470%2C-74.002877,546,(212) 837-1616,http://boucherie.nyc/,French,4.4546,4.3,4,4.4,3.8,$31 to $50,2,3,10,24,61,"BOUCHERIE is a traditional FRENCH brasserie and steakhouse, celebrating Joie de Vivre in the heart of West Village. Executive Chef Jerome DIHUI, former Chef de Cuisine of Pastis, prepares a menu of French classics and timeless bistro favorites, in additi",French,40.7330828,-74.0028776,10014
Indochine,"430 Lafayette Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7292410%2C-73.992523,1428,(212) 505-5111,http://indochinenyc.com/,Vietnamese,4.61428,4.6,4.3,4.5,4.1,$50 and over,0,1,7,20,72,"Indochine is a timeless classic that combines stylish ambience, tropical decor, and exotic French-Vietnamese cuisine that is perfect for intimate dinners and private events alike.",Southeast Asian,40.729286,-73.9924838,10003
El Vez New York,"259 Vesey Street New York, NY  10282",//www.google.com/maps/search/?api=1&query=40.7143160%2C-74.01514,747,(212) 233-2500,http://www.elveznyc.com/,Mexican,4.6747,4.5,4.4,4.4,4.1,$30 and under,1,2,5,20,72,"Tradition and innovation collide in a whirlwind of sight, sound and sabor at El Vez, STARR Restaurants’ exciting and inviting contribution to Lower Manhattan’s Battery Park City community.Casual yet contemporary, El Vez celebrates the festive soul of",Mexican,40.7147234,-74.0156345,10282
Public Kitchen,"215 Chrystie St New York, NY  10002-1239",//www.google.com/maps/search/?api=1&query=40.7226170%2C-73.99155,298,(212) 273-9403,http://www.publichotels.com/,"Global, International",4.5298,4.4,4.1,4.4,3.9,$31 to $50,2,2,8,19,69,"THE HOTEL’S RESTAURANT BY RENOWNED CHEF JEAN-GEORGES VONGERICHTEN, IS DRIVEN BY THE MARKET AND THE SEASONS, AND INSPIRED BY JEAN-GEORGES’ TRAVELS WORLDWIDE. THE MENU FOCUSES ON SUSTAINABLE SEAFOOD, ORGANIC POULTRY AND GRASS FED MEATS, AS WELL AS USIN",Other,40.7231104,-73.9920935,10002
Tamarind - Tribeca,"99 Hudson Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7189770%2C-74.008929,2458,(212) 775-9000,http://www.tamarindrestaurantsnyc.com/,Indian,4.72458,4.7,4.6,4.6,4.2,$31 to $50,1,1,4,16,78,"The team from Tamarind, in the Flatiron District, have opened a new restaurant in Tribeca. Tamarind's team of dedicated chef's draw on India's varied regions to take diners on a culinary voyage of the subcontinent. The restaurant's menu includes dishes f",Indian,40.71914,-74.0090339,10013
The Stanton Social,"99 Stanton Street New York, NY  10002",//www.google.com/maps/search/?api=1&query=40.7212000%2C-73.9878,5150,(212) 995-0099,http://www.thestantonsocial.com/,Tapas / Small Plates,4.6515,4.5,4.4,4.5,4,$31 to $50,1,3,6,16,74,"Chef/owner Chris Santos has teamed up with Tao owner Richard Wolf, and the James Beard 'Best New Restaurant Design' award winning firm AvroKo, to create The Stanton Social, a staple and neighborhood favorite of the Lower East Side. The design of this thr",Other,40.7211375,-73.9881222,10002
Hearth,"403 East 12 Street New York, NY  10009",//www.google.com/maps/search/?api=1&query=40.7299800%2C-73.983468,2270,(646) 602-1300,http://restauranthearth.com/,American,4.7227,4.7,4.5,4.6,4.2,$50 and over,0,2,3,17,78,"Hearth is everything the word implies...a warm, comfortable restaurant with hospitality as its goal.  Chef Marco Canora's cuisine employs seasonal, locally-sourced ingredients prepared with an Italian influence.",American,40.7300263,-73.9831883,10009
Sarabeth's TriBeCa,"339 Greenwich Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7183450%2C-74.010291,1598,(212) 966-0421,http://www.sarabethsrestaurants.com/,American,4.41598,4.3,4.1,4.2,3.9,$30 and under,1,4,11,24,60,"Sarabeth's is a great place to enjoy breakfast, lunch, brunch or dinner.  Full bar and retail bakery.",American,40.7182443,-74.0102585,10013
Sant Ambroeus SoHo,"265 Lafayette Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7234180%2C-73.996567,257,(212) 966-2770,http://www.santambroeus.com/,Italian,4.8257,4.7,4.5,4.6,4.3,$31 to $50,0,1,3,11,85,"At Sant Ambroeus SoHo, guests will enjoy a contemporary interpretation of traditional Milanese cuisine, as well as its branded hospitality in a chic and vibrant atmosphere.An exquisite menu by Milan native, chef Marco Barbisotti, reflects the brand’s c",Italian,40.7234755,-73.9964322,10012
Il Cantinori,"32 East 10th Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7330000%2C-73.994,1431,(212) 673-6044,http://www.ilcantinori.com/,Italian,4.71431,4.7,4.6,4.7,4.3,$50 and over,0,1,5,13,81,"Il Cantinori, located in Greenwich Village, has been at the forefront of Tuscan cuisine in NYC since its opening in 1983. This old farmhouse with a rustic warmth, stucco walls, wooden beams and voluminous floral arrangements is very romantic and elegant.",Italian,40.7321769,-73.9932049,10003
MR CHOW - TriBeca,"121 Hudson Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7199930%2C-74.008582,1520,(212) 965-9500,http://www.mrchow.com/,Chinese,4.5152,4.4,4.4,4.5,3.8,$50 and over,3,3,6,12,76,"Opened in 2006 by world famous restaurateur Michael Chow, most recently awarded the 5 Star Diamond Award by the American Academy of Hospitality Sciences for its excellence, service, and cuisine this is the second post to the original in NYC on 57th Stree",Chinese,40.720145,-74.0087275,10013
Narcissa Restaurant,"25 Cooper Square New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7279310%2C-73.990785,759,(212) 228-3344,http://narcissarestaurant.com/,Contemporary American,4.6759,4.4,4.3,4.5,4,$31 to $50,1,2,6,22,69,"Named after the beautiful and feisty dairy cow who presides over André Balazs' Hudson Valley farm, the Locusts on Hudson, Narcissa marries the clean flavors and impeccably-sourced ingredients of California cuisine with new techniques of roasting, rotiss",Contemporary American,40.7278415,-73.9907391,10003
Il Mulino New York - Downtown,"86 West 3rd Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7298290%2C-73.999091,830,(212) 673-3783,http://www.ilmulino.com/,Italian,4.883,4.7,4.8,4.6,4.4,$50 and over,1,2,2,5,90,"For nearly 35 years, Il Mulino New York has prepared authentic Abruzzese cuisine with unparalleled service.There’s no place like Il Mulino New York. The luxury Italian restaurant’s flagship Greenwich Village outpost initiated New York’s fine Italia",Italian,40.7297668,-73.9991407,10012
Sant Ambroeus - West Village,"259 West 4th Street New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7354210%2C-74.003143,505,(212) 604-9254,http://www.santambroeus.com/,Italian,4.7505,4.7,4.5,4.6,4.3,$31 to $50,1,1,2,14,82,"Shortly after the original Sant Ambroeus opened its doors in Milan in 1936, a devoted following emerged. This celebrated pasticceria and confetteria became the meeting place for the local intelligentsia, whether beginning their day with Sant Ambroeus’s",Italian,40.735375,-74.0031578,10014
Pig and Khao,"68 Clinton Street New York, NY  10002",//www.google.com/maps/search/?api=1&query=40.7192500%2C-73.984737,979,(212) 920-4485,http://www.pigandkhao.com/,Southeast Asian,4.7979,4.7,4.5,4.3,4.4,$31 to $50,1,1,5,16,77,Top Chef contestant Leah Cohen's Pig and Khao (68 Clinton Street) on the Lower East Side. The Southeast Asian inspired cuisine offers a variety of Thai and Filipino influences on the menu including Crispy Pata and pickled mango salad (pork shank cooked i,Southeast Asian,40.7192718,-73.9848038,10002
Little Park,"85 West Broadway New York, NY  10007",//www.google.com/maps/search/?api=1&query=40.7151430%2C-74.009182,780,(212) 220-4110,http://www.littlepark.com/,Contemporary American,4.678,4.5,4.3,4.5,3.9,$31 to $50,1,2,6,18,73,"Little Park is a seasonal restaurant highlighting the best ingredients from Chef and owner Andrew Carmellini’s longtime partnerships with local farmers, anglers, vintners, ranchers and foragers. Peak ingredients like organic vegetables, free-range poul",Contemporary American,40.7152136,-74.0091257,10007
Neta,"61 West 8th Street New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7334310%2C-73.999077,569,(212) 505-2610,http://www.netanyc.com/,Japanese,4.6569,4.6,4.4,4.1,3.9,$50 and over,1,3,6,20,70,"""Neta"" means the fresh ingredients of sushi. Our restaurant brings you the best neta with unique preparations and warm service for a special dining experience.Now We are offering 3 course Lunch for $29.00.Between 5:00PM - 6:30 PM we are offering ""Sunset ",Japanese & Koren,40.7336404,-73.9989571,10011
Tutto Il Giorno -Tribeca,"114 Franklin Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7188060%2C-74.005974,315,(212) 274-8100,http://www.tuttoilgiorno.com/,Italian,4.7315,4.6,4.4,4.8,4.3,$50 and over,1,1,5,16,77,"In 2006, friends Gianpaolo De Felice and David Mayer dreamed of opening a seaside outdoor restaurant that would serve authentic pasta reminiscent of what Gianpaolo's Napolitano mother always made. They materialized their dream with Gianpaolo's wife, Gabb",Italian,40.718804,-74.0059811,10013
Bobo Restaurant,"181 West 10th Street New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7342970%2C-74.002619,1108,(212) 488-2626,http://www.bobonyc.com/,French,4.71108,4.5,4.5,4.6,4.3,$30 and under,0,1,5,20,74,"Bobo is the elder sibling of Carlos Suarez's Casa Nela group, which includes Village hits, Rosemary's , Rosemary's Pizza and Claudette. The place is easy to miss, as the entrance is downstairs; but walking in off the busy corner at W 10th and 7th Ave, gu",French,40.7344781,-74.0026183,10014
Rafele,"29 Seventh Ave. South New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7307520%2C-74.004144,1325,(212) 242-1999,http://www.rafele.com/,Italian,4.51325,4.6,4.3,4.4,4.3,$31 to $50,1,2,7,23,67,"We are committed to offering fresh ingredients coupled with the most authentic Italian foods and wine available.We work closely with our farmers, markets, vendors and purveyors to bring you the highest quality of rustic Italian recipes created with a New",Italian,40.7308623,-74.0041448,10014
Essex,"119 Rivington St New York, NY  10002",//www.google.com/maps/search/?api=1&query=40.7197070%2C-73.987415,2167,(212) 533-9616,http://www.essexnyc.com/,Fusion / Eclectic,4.32167,4.2,4.2,4,4.1,$30 and under,2,4,11,24,59,"Located in the historic Essex Street Market Building, Essex is a loft-like multi-level space with contemporary cuisine inspired by the flavors of the Lower East Side. Essex is known for its weekday dinner and happy hour specials as well as its lively wee",Other,40.7197072,-73.987415,10002
Tiny's & the Bar Upstairs,"135 West Broadway New York, NY  10002",//www.google.com/maps/search/?api=1&query=40.7167470%2C-74.008037,663,(212) 374-1135,http://tinysnyc.com/,Contemporary American,4.6663,4.5,4.2,4.5,4.1,$31 to $50,1,1,6,19,73,"Tiny's & the Bar Upstairs is a three story townhouse located on W. Broadway in the heart of Tribeca. The building dates to 1810 and much of the original materials have been restored and overlayed with whimsical American finish detail. Siblings Matt, Jack",Contemporary American,40.7167037,-74.0079895,10002
BAAR BAAR,"13 E 1st St New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7243890%2C-73.991552,115,(212) 228-1200,http://baarbaarnyc.com/,Contemporary Indian,4.5115,4.5,4.2,4.6,4,$31 to $50,1,4,7,20,68,"Baar Baar, a reimagining of the Indian love affair with all things spirited. A first of its kind Indian Gastro Bar that will challenge your perception of the subcontinent.Join us for this journey with India-inspired cocktails that pay homage to our begin",Indian,40.724433,-73.991532,10003
